,country,year,coal_consumption,coal_cons_per_capita,fossil_fuel_consumption,fossil_cons_per_capita,gas_consumption,gas_energy_per_capita,hydro_consumption,hydro_energy_per_capita,nuclear_consumption,nuclear_energy_per_capita,oil_consumption,oil_energy_per_capita,primary_energy_consumption,electricity_generation,per_capita_electricity,renewables_consumption,renewables_energy_per_capita,primary_energy_consumption,energy_per_capita
16350,United States,2001,6101.321,21437.63,22744.12,9447.771,6006.585,21104.765,580.208,2038.622,2233.434,7847.405,10636.214,37371.45,25804.055,3736.644,13129.089,826.501,2904.0,25804.055,90665.25
16351,United States,2002,6098.459,21228.349,22941.458,9550.622,6201.117,21585.695,707.879,2464.083,2251.46,7837.19,10641.882,37043.716,26177.526,3858.452,13431.027,984.608,3427.357,26177.526,91122.307
16352,United States,2003,6214.542,21443.062,23040.023,9567.086,6021.905,20778.375,735.498,2537.812,2190.193,7557.186,10803.575,37277.358,26259.752,3883.185,13398.795,1029.536,3552.38,26259.752,90608.36
16353,United States,2004,6254.987,21395.177,23499.054,9710.901,6046.282,20681.302,710.738,2431.077,2246.898,7685.512,11197.785,38302.01,26776.886,3970.555,13581.28,1030.934,3526.31,26776.886,91590.312
16354,United States,2005,6346.962,21515.564,23512.607,9906.451,5951.935,20176.461,716.657,2429.397,2214.154,7505.759,11213.711,38013.354,26788.164,4055.423,13747.476,1061.403,3598.05,26788.164,90809.188
16355,United States,2006,6249.688,20989.08,23185.686,9733.608,5865.782,19699.765,763.247,2563.305,2214.95,7438.734,11070.216,37178.443,26571.789,4064.702,13650.98,1171.152,3933.222,26571.789,89239.243
16356,United States,2007,6333.855,21070.147,23576.561,9994.64,6241.388,20762.548,645.586,2147.602,2254.808,7500.825,11001.318,36596.891,26943.482,4156.745,13827.791,1112.113,3699.545,26943.482,89629.957
16357,United States,2008,6233.06,20538.21,22789.636,9682.604,6288.917,20722.262,662.72,2183.693,2240.202,7381.565,10267.66,33832.397,26277.996,4119.388,13573.567,1248.159,4112.739,26277.996,86587.174
16358,United States,2009,5482.381,17898.262,21395.358,8939.955,6176.286,20163.646,712.356,2325.62,2206.065,7202.115,9736.691,31787.256,24978.914,3950.331,12896.597,1377.491,4497.078,24978.914,81548.356
16359,United States,2010,5800.546,18771.326,22174.395,9372.536,6481.94,20976.404,670.809,2170.825,2214.8,7167.383,9891.909,32011.511,25825.74,4125.06,13349.233,1436.544,4648.846,25825.74,83575.469
16360,United States,2011,5473.076,17565.33,21746.803,8996.036,6582.113,21124.683,819.15,2628.987,2155.566,6918.088,9691.614,31104.336,25580.121,4100.141,13159.023,1677.753,5384.592,25580.121,82097.03
16361,United States,2012,4838.409,15406.786,21197.905,8880.32,6881.233,21911.685,705.835,2247.569,2085.908,6642.088,9478.263,30181.323,24913.288,4047.765,12889.166,1629.475,5188.684,24913.288,79330.565
16362,United States,2013,5022.275,15873.134,21729.859,8721.702,7070.234,22345.802,682.432,2156.859,2126.394,6720.565,9637.349,30459.289,25582.098,4065.964,12850.668,1725.846,5454.616,25582.098,80853.407
16363,United States,2014,5010.86,15724.144,21940.02,8673.575,7222.61,22664.645,650.863,2042.416,2135.492,6701.202,9706.55,30459.279,25848.401,4104.839,12881.037,1772.889,5563.348,25848.401,81112.618
16364,United States,2015,4329.081,13491.361,21670.455,8543.039,7435.801,23173.295,623.468,1943.007,2122.812,6615.637,9905.573,30870.215,25596.966,4091.74,12751.7,1803.698,5621.134,25596.966,79771.642
16365,United States,2016,3960.744,12261.759,21428.95,8260.34,7490.995,23190.787,663.312,2053.494,2132.795,6602.753,9977.21,30887.665,25560.52,4095.487,12678.899,1998.776,6187.854,25560.52,79130.818
16366,United States,2017,3852.596,11851.041,21331.723,7841.657,7399.926,22763.049,742.017,2282.533,2118.29,6516.112,10079.202,31004.821,25647.389,4058.261,12483.692,2197.375,6759.386,25647.389,78894.41
16367,United States,2018,3689.462,11279.446,22196.473,8151.584,8199.426,25067.338,719.554,2199.826,2111.488,6455.254,10307.586,31512.417,26556.388,4203.937,12852.303,2248.427,6873.904,26556.388,81188.359
16368,United States,2019,3150.181,9573.128,21891.102,7886.077,8466.457,25728.83,671.447,2040.469,2109.762,6411.385,10274.464,31223.204,26291.355,4161.834,12647.454,2290.491,6960.604,26291.355,79897.151
