,iso_code,country,year,biofuel_consumption,biofuel_cons_per_capita,coal_consumption,coal_cons_per_capita,coal_production,fossil_fuel_consumption,fossil_cons_per_capita,gas_consumption,hydro_consumption,nuclear_consumption,oil_consumption,other_renewable_consumption,population,primary_energy_consumption,renewables_consumption,solar_consumption
16340,USA,United States,1991,20.474,80.435,5287.618,20773.31,6023.964,19679.139,8884.976,5283.977,798.128,1791.127,9107.545,168.199,254539008.0,22466.677,996.41,1.328
16341,USA,United States,1992,23.279,90.581,5324.035,20716.815,6040.031,20083.125,8948.494,5463.514,698.405,1809.289,9295.576,180.043,256991008.0,22803.378,910.964,1.136
16342,USA,United States,1993,27.201,104.809,5522.457,21278.521,5661.807,20496.363,9242.198,5599.424,775.698,1784.479,9374.482,185.902,259532000.0,23279.396,998.555,1.32
16343,USA,United States,1994,30.461,116.156,5543.148,21137.609,6181.454,20893.884,9308.243,5731.086,720.393,1872.633,9619.65,184.319,262240992.0,23712.755,946.239,1.394
16344,USA,United States,1995,32.674,123.223,5593.058,21092.825,6161.261,21170.063,9302.048,5979.834,864.5,1969.014,9597.171,175.736,265164000.0,24222.295,1083.218,1.429
16345,USA,United States,1996,23.436,87.34,5847.305,21791.064,6345.184,21883.039,9400.936,6088.903,965.416,1972.892,9946.831,180.072,268335008.0,25035.434,1179.503,1.504
16346,USA,United States,1997,29.677,109.22,5970.783,21974.514,6489.811,22175.467,9617.64,6125.321,988.815,1838.142,10079.363,182.834,271713984.0,25225.64,1212.031,1.48
16347,USA,United States,1998,32.792,119.169,6029.343,21910.941,6694.609,22301.748,9952.865,6021.796,894.693,1969.891,10250.609,182.27,275175008.0,25391.342,1119.702,1.457
16348,USA,United States,1999,34.095,122.401,6020.1,21612.432,6485.762,22599.158,9919.604,6042.633,879.46,2129.4,10536.425,184.66,278548000.0,25840.805,1112.247,1.44
16349,USA,United States,2000,39.074,138.704,6286.541,22315.568,6329.963,23224.264,9574.61,6283.912,757.671,2204.367,10653.812,184.952,281711008.0,26427.463,998.832,1.44
16350,USA,United States,2001,41.492,145.787,6101.321,21437.63,6555.926,22744.12,9447.771,6006.585,580.208,2233.434,10636.214,184.435,284608000.0,25804.055,826.501,1.585
16351,USA,United States,2002,49.559,172.513,6098.459,21228.349,6329.058,22941.458,9550.622,6201.117,707.879,2251.46,10641.882,196.842,287279008.0,26177.526,984.608,1.65
16352,USA,United States,2003,67.253,232.055,6214.542,21443.062,6151.267,23040.023,9567.086,6021.905,735.498,2190.193,10803.575,194.335,289816000.0,26259.752,1029.536,1.664
16353,USA,United States,2004,84.876,290.319,6254.987,21395.177,6362.43,23499.054,9710.901,6046.282,710.738,2246.898,11197.785,194.757,292355008.0,26776.886,1030.934,1.89
16354,USA,United States,2005,99.059,335.801,6346.962,21515.564,6455.167,23512.607,9906.451,5951.935,716.657,2214.154,11213.711,195.28,294993984.0,26788.164,1061.403,2.014
16355,USA,United States,2006,138.566,465.363,6249.688,20989.08,6623.424,23185.686,9733.608,5865.782,763.247,2214.95,11070.216,195.346,297759008.0,26571.789,1171.152,2.204
16356,USA,United States,2007,174.969,582.05,6333.855,21070.147,6540.794,23576.561,9994.64,6241.388,645.586,2254.808,11001.318,196.216,300608000.0,26943.482,1112.113,2.91
16357,USA,United States,2008,239.349,788.665,6233.06,20538.21,6640.646,22789.636,9682.604,6288.917,662.72,2240.202,10267.66,194.158,303486016.0,26277.996,1248.159,4.311
16358,USA,United States,2009,271.962,887.87,5482.381,17898.262,6020.428,21395.358,8939.955,6176.286,712.356,2206.065,9736.691,191.932,306308000.0,24978.914,1377.491,5.446
16359,USA,United States,2010,312.88,1012.522,5800.546,18771.326,6135.833,22174.395,9372.536,6481.94,670.809,2214.8,9891.909,195.714,309011008.0,25825.74,1436.544,7.856
16360,USA,United States,2011,335.374,1076.351,5473.076,17565.33,6186.834,21746.803,8996.036,6582.113,819.15,2155.566,9691.614,196.369,311584000.0,25580.121,1677.753,12.281
16361,USA,United States,2012,335.549,1068.478,4838.409,15406.786,5756.814,21197.905,8880.32,6881.233,705.835,2085.908,9478.263,198.426,314044000.0,24913.288,1629.475,23.277
16362,USA,United States,2013,361.774,1143.403,5022.275,15873.134,5568.718,21729.859,8721.702,7070.234,682.432,2126.394,9637.349,206.523,316400992.0,25582.098,1725.846,41.066
16363,USA,United States,2014,366.756,1150.884,5010.86,15724.144,5647.9,21940.02,8673.575,7222.61,650.863,2135.492,9706.55,213.951,318672992.0,25848.401,1772.889,74.353
16364,USA,United States,2015,381.312,1188.338,4329.081,13491.361,4996.511,21670.455,8543.039,7435.801,623.468,2122.812,9905.573,211.833,320878016.0,25596.966,1803.698,99.739
16365,USA,United States,2016,411.458,1273.8,3960.744,12261.759,4083.578,21428.95,8260.34,7490.995,663.312,2132.795,9977.21,208.03,323016000.0,25560.52,1998.776,139.37
16366,USA,United States,2017,411.034,1264.388,3852.596,11851.041,4350.382,21331.723,7841.657,7399.926,742.017,2118.29,10079.202,207.001,325084992.0,25647.389,2197.375,195.144
16367,USA,United States,2018,406.412,1242.486,3689.462,11279.446,4277.455,22196.473,8151.584,8199.426,719.554,2111.488,10307.586,203.585,327096000.0,26556.388,2248.427,234.392
16368,USA,United States,2019,406.191,1234.379,3150.181,9573.128,3972.48,21891.102,7886.077,8466.457,671.447,2109.762,10274.464,193.987,329064992.0,26291.355,2290.491,268.32
16369,USA,United States,2020,,,,,,,7347.342,,,,,,,,,
